_id,car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,_fp,latitude,longitude,has_free_parking,free_daytime,free_halfday,free_time_ranges,has_short_term_parking,is_very_visitor_friendly,has_height_restriction,has_big_vehicle_restrictions
1203,PM12,BLK 272A PASIR RIS STREET 21,42657.807,38550.2316,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,6,1.9,0,79eb130485a497376624e8a783232493447ad4fddc031458e27c1729c044af4f,1.364905492978833,103.96502890331372,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1204,PM13,BLK 199A PASIR RIS STREET 12,42053.3726,38723.5879,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,1.9,0,27da365a15e154d86378caee5c2ec22ed5995568d813ad9aedd7cdbcf1e0db61,1.366473554777537,103.95959774167446,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1205,PM14,BLK 180A PASIR RIS STREET 11,42109.8791,38528.4122,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,1.9,0,3ea1047fbda53c3d46e75e4db4238eb2fb02460602f9f5ad7315f379e6eb4426,1.3647084328267207,103.96010539790726,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1206,PM15,BLK 158A PASIR RIS STREET 13,42284.7957,38467.7932,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.0,0,d67492cb935606a73ce41a111f65dbf8a50b90d26e44b0c1c37f62239d99367d,1.3641601337238676,103.96167711032794,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1207,PM16,BLK 149A PASIR RIS STREET 13,42400.9355,38268.6092,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.0,0,dd34ab98701811fbec428fa5a2e70d8b6a117fe039a2d74d0a35787ee51fe3fe,1.3623587330477784,103.96272060688577,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1208,PM17,BLK 142A PASIR RIS STREET 11,42071.2657,38321.6853,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.0,0,98620afc356618de0402f029c3c8fad65fdd740a1685c2ac4d322f780f0bf556,1.3628388914348102,103.95975833337474,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1209,PM18,BLK 135A PASIR RIS STREET 11,41750.9103,38533.7141,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,8,2.0,0,f7a0ab44aad3054562fb87f25117e2aca9e894784e5e763bd737f10f2faecbbe,1.3647565501015386,103.95687982769032,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1210,PM19,BLK 108A PASIR RIS STREET 12,41766.7964,38887.5806,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.0,0,9a54e8e208f99072689040fe888d7f7d4e2178f35d2f460e1a2ba1ac5dd35501,1.367956777555041,103.95702273852433,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1211,PM2,BLK 220A PASIR RIS STREET 21,42210.8365,39121.6128,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,1.9,0,99a4a0b15dd8e1b9015574a65b621f092de3099b7034ecef36d39f99dfddb4f6,1.3700730656196631,103.96101285046049,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1212,PM20,BLK 526 PASIR RIS STREET 51,40702.1342,38896.9108,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,13,2.15,0,fb059c302ebdc9cd40fd75304b9ad3a9da4729e70d05cc83cadf98fb88504424,1.368041633413594,103.94745603169562,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1213,PM21,BLK 530 PASIR RIS DRIVE 1,40920.1747,39245.8244,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,NO,NO,1,15,2.15,0,719064fc6bba20f4a49a7beda39fd7eeb0c31bf28d5da6b5f2633e5f1140aac4,1.3711969823159393,103.94941542540158,0,0,0,,0,0,1,1
1214,PM22,BLK 555A PASIR RIS STREET 51,41231.6084,38954.5238,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.0,0,23c8835afd653c00c23c6b52441cc6d6df638541d77c7d549a85c9b6e0ec354a,1.3685624312364952,103.95221374215522,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1215,PM23,BLK 564A PASIR RIS STREET 51,40930.0174,38967.7033,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,11,2.0,0,16c680186f5171c1d8371547707f5b57a31ba1553d54f7a44189a5ecf04bdca9,1.368681755302249,103.9495037477115,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1216,PM24,BLK 561A PASIR RIS STREET 51,41131.632,38802.2291,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,8,2.0,0,9abaf840800a49138210b9ae18c179ab2608e86d621620197633c2702643b680,1.3671851799114298,103.9513153189908,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1217,PM25,BLK 500A PASIR RIS STREET 52,40496.5258,39820.0373,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,13,1.9,0,0e992f68d07a0c51b1608ca85fa2d35097fec818f70f1b1878c2d493189740d9,1.3763901312097717,103.94560888980388,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1218,PM26,BLK 521A PASIR RIS STREET 52,40316.681,39541.0967,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,11,1.9,0,a75d85f81ccac989ebe98acaeedf98d8524af1c07efe1c6dd6296593cdd71f41,1.373867572894941,103.94399274023186,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1219,PM27,BLK 578A PASIR RIS STREET 53,40606.3885,39551.3513,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,11,2.0,0,5cfad610369bfe33a868b54738a7ea3dda3bc38718dcbc2d2fdd530ef251c9c8,1.3739601888977973,103.94659596969208,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1220,PM28,BLK 586A PASIR RIS STREET 53,40736.5955,39633.1743,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.0,0,71b1ff31eb14aeb189b86d6f4527feadd3e7da03e4d82b56b7271472b91092a0,1.3747001092714668,103.94776600610439,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1221,PM29,BLK 601A ELIAS ROAD,40247.7753,39924.3544,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,1.9,0,15b9d86c60db0b56471150d8bff5ea66ed010395d6c59751582a40fa459882cc,1.3773336408343035,103.94337373293367,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1222,PM3,BLK 225A PASIR RIS STREET 21,42201.9401,39312.6071,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,13,1.9,0,384c9d54e845bb4d3d1c078f71cbd4c137f75ae3511521099503495aab4ee350,1.3718003498167461,103.96093300168182,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1223,PM30,BLK 614A ELIAS ROAD,40114.6224,39748.7266,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,0,10,1.9,0,08d5bf8d5765d3323c5190297a47c636b5eebb24f0aa39660727120e11b39235,1.3757453839953475,103.94217718688299,0,0,0,,1,0,1,1
1224,PM31,BLK 588 TO 589 PASIR RIS DRIVE 3,40664.8609,39906.6749,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,1,2.15,0,b5e10d454f1c1ab3b4caa1d1b8fa320f95357e68431aefce4fef0cbdd43390db,1.377173576982688,103.94712153743028,0,0,0,,1,0,1,1
1225,PM32,BLK 631A PASIR RIS DRIVE 3,39883.2972,40142.5172,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,11,2.0,0,98495cc47524b0f83a2d166fd77e949d43a2688c336f388829b1a6fce461133d,1.3793067735982911,103.94009872430242,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1226,PM33,BLK 635A PASIR RIS DRIVE 1,39864.6837,39894.7315,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,11,2.0,0,4d84ce75956c9e066ac1abd8aa5439045bf9ff982267f6a70df1a3b510f4a7f1,1.3770658998249783,103.93993136890829,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1227,PM34,BLK 649A PASIR RIS DRIVE 10,39728.975,39998.0806,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,11,2.0,0,183ff72f456a391ed9379fb6175580cd8b8658c824a75caee28f582ed744da4f,1.378000605084881,103.9387119702444,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1228,PM35,BLK 700A PASIR RIS DRIVE 10,39721.1068,40304.2524,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,1.9,0,5f5dafd4d19c1722c0fd6dfe692dbad1211cb48603fd7d407fd6efd758686164,1.380769511717087,103.93864139053586,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1229,PM36,BLK 710A PASIR RIS STREET 72,39546.2838,40486.3671,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.0,0,7a4d8f5156cb973e45fc5c92eb69107bcef629253acb7aa1848c13425390b79b,1.382416558645188,103.93707054978742,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1230,PM37,BLK 718A PASIR RIS STREET 72,39429.3197,40431.9844,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.0,0,3dc5604a800161db342fc6fc5c8c5ef0f72bd081b2d92d7ceeb41d08a6e17db1,1.3819247877443936,103.93601952013235,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1231,PM38,BLK 736A PASIR RIS DRIVE 10,39565.4411,40102.7854,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.0,0,c327f09ebfaec0ef649c289bbecfd5cf6820d9c3cdd13cb640d6841cd96c557d,1.3789475812238117,103.93724254160885,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1232,PM4,BLK 231A PASIR RIS DRIVE 4,42258.6513,39567.5489,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,1.9,0,fa88c169fdd1fe52f48c2a74910b2ba3732a3f7168f51fcec4d7b249ca090b24,1.3741059191478615,103.96144271358429,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1233,PM40,BLK 744A PASIR RIS STREET 71,39358.5759,39992.2049,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,0,11,2.0,0,731393ef67ea20d2ee257d1a17e99fcec73c937daee72bf467846ced5f1ac305,1.3779476132601687,103.93538366563013,1,1,0,"[""7AM-10.30PM""]",1,0,1,1
1234,PM41,BLK 747A PASIR RIS STREET 71,39214.3187,40090.5883,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,9,2.0,0,5c7568947a0716d7059503636a8430c2164c55c22303066836d8565d55b63e1f,1.3788374116684676,103.93408744824963,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1235,PM43,BLK 757A PASIR RIS STREET 71,39108.47,39913.5495,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,9,2.0,0,f0b3674b3c6627bd3d9aee64a724f1fd1354bfddf253d98db6260d0b1e77a15c,1.3772363788570843,103.933136254465,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1236,PM44,BLK 762A PASIR RIS STREET 71,39126.6463,39773.0358,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,9,2.0,0,9aed6e9d4db65eb802d7cd9edd7e261569f1334c171b0c12b1fc5931215633aa,1.375965618267452,103.93329952863957,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1237,PM45,BLK 773A PASIR RIS STREET 71,39416.5981,39622.2609,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.0,0,3d2d24cbd3dd84568b7a7ed0c78337df50a5c3190bc50546b50a9ba86269da20,1.3746019548874393,103.93590489391228,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1238,PM46,BLK 782A PASIR RIS STREET 71,39692.8318,39469.9703,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,0,8,2.0,0,bc9d5a7e72ade1982fb74a1360330630046cdb2c21df8eaef26a876e1bf64df4,1.373224586883511,103.93838698872838,1,1,0,"[""7AM-10.30PM""]",1,0,1,1
1239,PM5,BLK 235A PASIR RIS STREET 21,42388.3371,39530.4506,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,1.9,0,231beaf2cc79ee1fe955e6e3a2dbbaf7f9a541d2db158bb567e53c55d0a64711,1.373770353071396,103.96260801282267,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1240,PM6,BLK 245A PASIR RIS STREET 21,42477.8773,39204.2227,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,1.9,0,395f1b645eb6f6709dd3f2d0476d99eef2e5a11fefcbf0169d9cc8403c6bff9a,1.370820028225231,103.96341243438104,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1241,PM7,BLK 257A PASIR RIS STREET 21,42459.8111,38843.4823,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,8,1.9,0,9b9e01aa5d09d071fc315c132cf5b9fec0aa7c083b5793752ece2ccdcdcea277,1.367557638171994,103.96324992159052,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1242,PM8,BLK 458A PASIR RIS DRIVE 4,42126.5924,39294.429,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.0,0,02b42f1cc3fcb24236a47dcd43447f286377688ba0ce6747bafe58c549d1b177,1.3716359902146564,103.96025594204671,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1243,PM9,BLK 216A PASIR RIS STREET 21,42233.462,38924.6687,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,9,2.0,0,c3f24b70cdebd9d5fae6d2fd1d34d528633edbd308599c46b9a3b6c49954613d,1.3682919670590967,103.96121606162903,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1244,PP1,BLK 101 TO 109 POTONG PASIR AVENUE 1,31994.78,35133.03,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,4da71cc3d1497edaddedcbf2ecbd2d427c9eef75559a8732b642f7ef88ba01c8,1.334004902068077,103.86921395965454,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
1245,PP2,BLK 143 TO 145 POTONG PASIR AVENUE 2/3,31643.1687,34986.5402,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,13860bb1c17dc2d027e6bac0930a59f7074a115e479dd7f43e8f9fa34eb53bd0,1.3326801447688825,103.86605451410936,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
1246,PP3,BLK 134 TO 142 POTONG PASIR AVENUE 3,31619.7981,35088.4721,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,0c6c4062715350a3a37b661e6ee7ed4d5b603a15f04f1ace3b3bb3cac20f1115,1.3336019833981616,103.86584452814029,1,1,0,"[""7AM-10.30PM""]",0,0,0,0
1247,PP4,BLK 121 TO 133 POTONG PASIR AVENUE 1,31650.3687,35213.5248,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,85bbf80dab30cde652331c3247e50dcef0c4d0b486d27bbcf7e724190a398018,1.3347329118377305,103.86611923734664,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
1248,PP5,BLK 113 TO 120 POTONG PASIR AVENUE 1,31328.03,35388.25,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,be53d50c87e74c52140093d1310efc2e8a33dee3a81f5387785e6ba0bbb5bf54,1.3363131015185339,103.86322285844973,1,1,0,"[""7AM-10.30PM""]",0,0,0,0
1249,PP6,BLK 146 POTONG PASIR AVENUE 2,31816.7963,34942.7097,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,8e472d52a967e416a72d0de586f68825c0f02892d49ed58d58991aeb59811e8e,1.3322837359757804,103.86761465081399,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
1250,PP9T,BLK 145 POTONG PASIR AVENUE 2/3,31643.7896,34932.8598,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,a1afac7e9bc56ee63c35649ca1ef60b2e80080231b7e2a004cbd90811776ce0d,1.3321946782571863,103.86606008684048,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
1254,PR1,BLK 101/108 PASIR RIS STREET 12,41875.5357,38818.4836,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,15f50fadb5c41a8ce5069bd895049592a59135039f3b0d1bec4e02bb5a038462,1.3673318395597138,103.95799980233409,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
1255,PR10,BLK 467/477 PASIR RIS DRIVE 6,41784.5801,39526.9469,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,25feec898830911fdbc6fbd72059f42340a28cf5026473369f0f6dd9718d5524,1.3737389560940714,103.95718283417933,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
1256,PR11,BLK 478/487 PASIR RIS DRIVE 4,42030.2409,39606.4261,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,0,0,4.5,0,8e768776c29a2334f009e67c5f17a0ac0500ee41c11599a1f72403c220b0defc,1.3744576196610299,103.95939030529709,1,1,0,"[""7AM-10.30PM""]",1,0,1,0
1257,PR12,BLK 544/556 PASIR RIS STREET 51,41283.8272,38971.2519,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,0,4.5,0,0bcefc138737cdb87a913083ac866d26ee3c59915f08a56fdf5505bacba1627b,1.3687136904214412,103.95268297102702,0,0,0,,1,0,1,0
1258,PR13,"BLK 537-543, 564-569 PASIR RIS STREET 51",40942.8203,39055.5703,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,0,4.5,0,b89f445ffc12dc8a1ec342b26db77ace25b640dcfadb60fc021efa41e86cbde9,1.3694763858176857,103.94961882876983,0,0,0,,1,0,1,0
1259,PR14,BLK 557-562 PASIR RIS STREET 51,41151.375,38747.043,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,0,0.0,0,669e7a7ddc8149a451185a52c9a3dc7ab555db9bd7ec539772eedec8226f49d4,1.36668608880898,103.95149269876835,0,0,0,,1,0,0,0
1260,PR2,BLK 109/129 PASIR RIS STREET 11,41590.9705,38812.1621,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,0aafe9c9657f10a16ff7ce68a6deed0ca710c8f88dc2e109f61032e2adb1c078,1.3672748025475827,103.95544278951135,1,1,0,"[""7AM-10.30PM""]",0,0,1,0
1261,PR3,BLK 531/536 PASIR RIS DRIVE 1/PASIR RIS CENTRAL,41064.8727,39231.0631,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,0,4.5,0,d7bfb8d46eaee3ac3530c0e6f704476f28c51f22baf814fb2c83b74b45502e23,1.3710634228755592,103.95071563026282,0,0,0,,1,0,1,0
1262,PR4,BLK 406/411 PASIR RIS DRIVE 6,41488.2976,39437.995,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,8e3106b04a4b134b967463d174ddbfe2568d44a3e91396e0497cf35be03db442,1.3729346460751741,103.95452048873393,1,1,0,"[""7AM-10.30PM""]",0,0,0,0
1263,PR5,"BLK 405/406, 412/429 PASIR RIS DRIVE 6",41554.7014,39169.7008,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,a156d815e98a25572ef550937d64fb76ba2c964a19fa7b7f31d04dae174cda9d,1.370508264193335,103.95511705035062,1,1,0,"[""7AM-10.30PM""]",0,0,1,0
1264,PR6,BLK 441/445 PASIR RIS DRIVE 6,41830.3635,39044.8529,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,f037286fec2e6bb4ff6dad7ae5a02fb6d93f0d3163bd79fafd2710a7047ce9e9,1.3693790590205053,103.95759400506218,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
1265,PR7,BLK 446/455 PASIR RIS DRIVE 6,41840.49,39225.13,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,0,0,0.0,0,14e655eb50d11135388993e1e50ef2335949b40b9be7ee5b7adda3cfe3794127,1.3710094121120664,103.95768508262705,0,0,0,,1,0,0,0
1266,PR8,BLK 456/461 PASIR RIS DRIVE 4,42050.749,39253.7168,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,0,0.0,0,17ba789bbc856850e4237c0524be1256cae693da798ae4832dd1d9c7aee4e507,1.371267840795118,103.95957441760447,0,0,0,,1,0,0,0
1267,PR9,BLK 463/466 PASIR RIS STREET 41,41926.2439,39467.9453,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,0,0,0.0,0,c7d0261aab39bb9fe5d288b34f39b6e6ae797747e6b1193127f5ebe8a434ce36,1.3732053012591277,103.95845575439009,0,0,0,,1,0,0,0
1251,PRM,BLK 33 PARK CRESCENT MSCP,28996.2194,29764.092,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,7,2.15,0,054616a8cedbe6497116cc434338d28ff53582654d8dd3941c7b2c3ff98f5971,1.2854503678206244,103.84227000806189,0,0,0,,1,0,1,1
1252,PRM1,BLK 441A PASIR RIS DRIVE 6,41857.2031,39071.4559,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,9,1.8599999999999999,0,3d7dd6352f5ce6e5b362057e86863b6571af71a696f0ca8acb3f371d28ac41b0,1.3696196338882014,103.95783518955061,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
1253,PRS1,BLK 212A PASIR RIS STREET 21,42134.4478,38894.2762,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,0,0,0.0,0,4eb2d2482121a4d75d0a12d4f9d513952ae31ec6c026d38a15a013dbb3fa43d0,1.368017156377775,103.96032633770311,0,0,0,,1,0,0,0
1295,Q14,BLK 49 STIRLING ROAD,24533.22,31110.95,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,0,0,0.0,0,e1e801404be4f4e32667fdd8754cfb7bcf382af0991baec16b541456e6b720bd,1.2976307008778907,103.80216803097181,1,1,0,"[""7AM-10.30PM""]",1,0,0,0
1296,Q15,BLK 41/48 STIRLING ROAD,24487.19,31188.56,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,f22a5fd2ccb92daa6474be3827a4e890e99d35ac8d02c978ef9bb1302e7cbdb9,1.298332573143507,103.80175442244324,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
1297,Q16,BLK 45 AND 50 STIRLING ROAD,24705.57,31033.88,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,4311cccfa7ca51be29e4baf09fa49d231b97189ab37eea1b50fcfef41938d3c4,1.2969337257257847,103.80371667974536,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
1298,Q17,BLK 52 STIRLING ROAD,24717.58,30953.45,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,1fe4d74458bf9f4ca78e31a212e7db1573bf3d71f3856d962e7ffb9e2b2d5cc9,1.2962063464606495,103.80382460327912,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
1299,Q19,BLK 151 MEI LING STREET,24654.5215,30786.998,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,0,0,0.0,0,dded6a5dadc0c95f51d104a319884c2d2486000322c4a556404ffe37c7fc49c4,1.294701006605811,103.80325801294246,0,0,0,,1,0,0,0
1300,Q2A,BLK 155-164 STIRLING ROAD,24780.1309,30449.3691,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,0,0,0.0,0,64bcac43461cef746e70e63826e7d88310825cfb380cc3bee03c79d4ca11f342,1.2916476231174177,103.80438670203392,1,1,0,"[""7AM-10.30PM""]",1,0,0,0
1301,Q4,BLK 168A QUEENSWAY,24726.8911,30124.9522,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,1,0,0.0,0,dc8b6a835ff74843bbeba9feb70377470cca46d120a58aaf5a8b923c088e6ce5,1.288713705492311,103.8039083538027,0,0,0,,1,0,0,0
1302,Q41,BLK 80 STRATHMORE AVENUE,25318.4336,30747.652,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,0,0,4.5,0,c1022b7c89b0b16a1ad2d6d3e99f2609e3090dbc5b430de5fcf97f22c28c2994,1.294345239395992,103.80922355228716,0,0,0,,1,0,1,0
1303,Q48,BLK 150A MEI CHIN ROAD,24682.94,30859.67,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,b3d0623e4c477fc3bffedd26d325724558a0b38c838bef0ff8df91aeed20cfdd,1.2953582295668464,103.80351335770989,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
